"transaction_id","procedure_id","trans_group_id","trans_group_ar","trans_group_en","procedure_name_ar","procedure_name_en","instance_date","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","property_usage_ar","property_usage_en","reg_type_id","reg_type_ar","reg_type_en","area_id","area_name_ar","area_name_en","building_name_ar","building_name_en","project_number","project_name_ar","project_name_en","master_project_en","master_project_ar","nearest_landmark_ar","nearest_landmark_en","nearest_metro_ar","nearest_metro_en","nearest_mall_ar","nearest_mall_en","rooms_ar","rooms_en","has_parking","procedure_area","actual_worth","meter_sale_price","rent_value","meter_rent_price","no_of_parties_role_1","no_of_parties_role_2","no_of_parties_role_3"
"1-11-2009-100259","11","1","مبايعات","Sales","بيع","Sell","17-03-2009","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","207.08","460888.00","2225.65",null,null,"1","2","0"
"1-41-2010-5490","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","27-01-2014","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","353.01","930888.00","2637.00",null,null,"1","2","0"
"2-110-2010-2180","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","05-08-2010","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","352.97","568133.00","1609.58","568133.00","1609.58","2","2","2"
"1-11-2007-100927","11","1","مبايعات","Sales","بيع","Sell","02-10-2007","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.18","630888.00","2472.33",null,null,"1","1","0"
"2-13-2013-5346","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","29-07-2013","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","غرفتين","2 B/R","0","207.03","1971000.00","9520.36",null,null,"1","1","0"
"2-13-2015-5676","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","10-08-2015","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","غرفتين","2 B/R","0","295.17","1406250.00","4764.20",null,null,"2","1","0"
"2-13-2023-19511","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","26-10-2023","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","غرفتين","2 B/R","0","206.88","2000697.00","9670.81",null,null,"1","1","0"
"1-11-2024-22787","11","1","مبايعات","Sales","بيع","Sell","24-06-2024","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","268.39","3250000.00","12109.24",null,null,"1","2","0"
"1-11-2007-100413","11","1","مبايعات","Sales","بيع","Sell","02-07-2007","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","180.58","800000.00","4430.17",null,null,"1","1","0"
"1-11-2025-4028","11","1","مبايعات","Sales","بيع","Sell","31-01-2025","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","184.47","2700000.00","14636.53",null,null,"1","1","0"
"1-41-2010-5506","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","19-06-2013","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","359.53","662888.00","1843.76",null,null,"1","1","0"
"2-110-2018-490","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","25-07-2018","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.81","1848375.00","7225.58","1848375.00","7225.58","2","2","2"
"1-11-2008-101181","11","1","مبايعات","Sales","بيع","Sell","25-06-2008","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","381.52","1230000.00","3223.95",null,null,"1","1","0"
"1-11-2014-24313","11","1","مبايعات","Sales","بيع","Sell","06-11-2014","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","172.48","1500000.00","8696.66",null,null,"1","1","0"
"2-13-2012-4040","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","16-10-2012","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1047","روعة الإمارات ? الينابيع 10","Emirates Living - Springs 10","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.00","1600000.00","6274.51",null,null,"2","1","0"
"1-11-2012-363","11","1","مبايعات","Sales","بيع","Sell","11-01-2012","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1046","روعة الإمارات? الينابيع 9","Emirates Living - Springs 9","Springs - 2","الينابيع - 2","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","غرفتين","2 B/R","0","259.23","1270000.00","4899.12",null,null,"1","1","0"
"2-13-2024-13869","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","01-07-2024","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","264.44","3050000.00","11533.81",null,null,"1","1","0"
"2-13-2013-2335","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","16-04-2013","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","264.44","2048000.00","7744.67",null,null,"2","1","0"
"1-11-2008-101615","11","1","مبايعات","Sales","بيع","Sell","14-08-2008","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","112.51","454888.00","4043.09",null,null,"1","1","0"
"1-11-2011-1811","11","1","مبايعات","Sales","بيع","Sell","01-02-2011","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","186.33","800000.00","4293.46",null,null,"1","1","0"
"3-9-2010-245","9","3","هبات","Gifts","هبه","Grant","06-04-2010","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","93.14","750000.00","8052.39",null,null,"1","1","0"
"3-9-2023-144","9","3","هبات","Gifts","هبه","Grant","11-01-2023","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","129.67","950601.00","7330.93",null,null,"1","1","0"
"2-13-2014-4854","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","18-06-2014","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","185.03","1612500.00","8714.80",null,null,"1","1","0"
"1-11-2009-101160","11","1","مبايعات","Sales","بيع","Sell","28-12-2009","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","269.79","1500000.00","5559.88",null,null,"1","1","0"
"2-110-2012-1358","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","17-09-2012","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","180.63","1219750.00","6752.75","1219750.00","6752.75","4","2","2"
"2-13-2008-100667","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","18-08-2008","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","280.65","2760000.00","9834.31",null,null,"1","1","0"
"2-13-2018-8028","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","15-10-2018","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.71","1820634.00","7119.92",null,null,"1","1","0"
"2-13-2023-21461","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","20-11-2023","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","438.90","2300000.00","5240.37",null,null,"1","1","0"
"2-110-2012-473","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","23-04-2012","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1053","روعة الإمارات ? الينابيع 15","Emirates Living - Springs 15","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","254.03","2184000.00","8597.41","2184000.00","8597.41","2","2","2"
"2-13-2020-6535","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","07-09-2020","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1052","روعة الإمارات ? الينابيع 14","Emirates Living - Springs 14","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","445.01","1618333.00","3636.62",null,null,"1","1","0"
"2-110-2007-100577","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","26-09-2007","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1052","روعة الإمارات ? الينابيع 14","Emirates Living - Springs 14","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","299.70","464022.00","1548.29","464022.00","1548.29","2","2","2"
"1-11-2021-19446","11","1","مبايعات","Sales","بيع","Sell","02-11-2021","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1052","روعة الإمارات ? الينابيع 14","Emirates Living - Springs 14","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","186.32","1775000.00","9526.62",null,null,"2","1","0"
"1-11-2008-100904","11","1","مبايعات","Sales","بيع","Sell","26-05-2008","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1052","روعة الإمارات ? الينابيع 14","Emirates Living - Springs 14","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","326.74","784888.00","2402.18",null,null,"1","2","0"
"1-110-2007-100531","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","12-09-2007","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1052","روعة الإمارات ? الينابيع 14","Emirates Living - Springs 14","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","326.69","732888.00","2243.37",null,null,"2","2","2"
"2-13-2007-100244","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","11-09-2007","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1052","روعة الإمارات ? الينابيع 14","Emirates Living - Springs 14","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","207.00","1445000.00","6980.68",null,null,"1","1","0"
"2-13-2017-2817","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","03-04-2017","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","207.46","1323000.00","6377.13",null,null,"1","1","0"
"2-13-2013-4702","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","15-07-2013","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.04","2200000.00","8626.10",null,null,"1","1","0"
"1-110-2008-100272","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","03-06-2008","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.02","2550000.00","9999.22",null,null,"2","2","2"
"1-11-2015-12231","11","1","مبايعات","Sales","بيع","Sell","30-07-2015","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","252.15","2900000.00","11501.09",null,null,"1","1","0"
"1-11-2008-102332","11","1","مبايعات","Sales","بيع","Sell","15-12-2008","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.02","2750000.00","10783.47",null,null,"1","1","0"
"1-11-2013-12447","11","1","مبايعات","Sales","بيع","Sell","23-04-2013","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","297.22","1965000.00","6611.26",null,null,"1","1","0"
"1-11-2010-6404","11","1","مبايعات","Sales","بيع","Sell","05-05-2010","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","280.43","507888.00","1811.10",null,null,"1","1","0"
"1-11-2012-7459","11","1","مبايعات","Sales","بيع","Sell","25-04-2012","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","351.44","2750000.00","7824.95",null,null,"1","1","0"
"2-110-2024-108","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","26-02-2024","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","360.52","3920000.00","10873.18","3920000.00","10873.18","4","2","2"
"2-13-2024-3141","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","13-02-2024","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","360.35","3969700.00","11016.23",null,null,"1","1","0"
"2-13-2022-401","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","13-01-2022","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","255.19","2756000.00","10799.80",null,null,"2","1","0"
"1-110-2010-1992","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","27-07-2010","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","172.52","482888.00","2799.03",null,null,"2","2","2"
"2-13-2012-2738","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","09-07-2012","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","","1050","روعة الإمارات ? الينابيع 11","Emirates Living - Springs 11","Springs - 1","الينابيع - 1","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","0","257.78","1800000.00","6982.70",null,null,"1","1","0"
