"transaction_id","procedure_id","trans_group_id","trans_group_ar","trans_group_en","procedure_name_ar","procedure_name_en","instance_date","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","property_usage_ar","property_usage_en","reg_type_id","reg_type_ar","reg_type_en","area_id","area_name_ar","area_name_en","building_name_ar","building_name_en","project_number","project_name_ar","project_name_en","master_project_en","master_project_ar","nearest_landmark_ar","nearest_landmark_en","nearest_metro_ar","nearest_metro_en","nearest_mall_ar","nearest_mall_en","rooms_ar","rooms_en","has_parking","procedure_area","actual_worth","meter_sale_price","rent_value","meter_rent_price","no_of_parties_role_1","no_of_parties_role_2","no_of_parties_role_3"
"3-9-2006-163","9","3","هبات","Gifts","هبه","Grant","16-10-2006","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","278","منخول","Mankhool","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","3162.42","12000000.00","3794.56",null,null,"3","1","0"
"3-9-2019-2944","9","3","هبات","Gifts","هبه","Grant","13-11-2019","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","278","منخول","Mankhool","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","209.09","916659.00","4384.04",null,null,"2","4","0"
"2-13-2001-690","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","20-08-2001","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","388","عود ميثا","Oud Metha","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو عود ميثاء","Oud Metha Metro Station","مول دبي","Dubai Mall","","","0","1337.80","4519342.00","3378.19",null,null,"1","1","0"
"2-13-2020-9477","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","30-11-2020","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","276","البدع","Al Bada","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","278.71","2500000.00","8969.90",null,null,"1","1","0"
"2-13-1999-532","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","26-04-1999","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","276","البدع","Al Bada","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","3626.93","1900000.00","523.86",null,null,"1","1","0"
"1-11-2025-36691","11","1","مبايعات","Sales","بيع","Sell","04-09-2025","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","271","الكرامه","Al Karama","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","211.37","7000000.00","33117.28",null,null,"1","2","0"
"2-13-1998-354","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","01-07-1998","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","271","الكرامه","Al Karama","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","929.03","5000000.00","5381.96",null,null,"1","1","0"
"2-13-2007-1077","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","07-06-2007","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","271","الكرامه","Al Karama","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","211.35","1849364.00","8750.24",null,null,"1","1","0"
"2-13-2006-578","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","15-05-2006","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","271","الكرامه","Al Karama","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","211.35","1200000.00","5677.79",null,null,"1","1","0"
"1-11-2023-24638","11","1","مبايعات","Sales","بيع","Sell","18-08-2023","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","271","الكرامه","Al Karama","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","211.35","5000000.00","23657.44",null,null,"14","1","0"
"2-13-2005-88","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","07-02-2005","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","271","الكرامه","Al Karama","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو بنك أبوظبي التجاري","ADCB Metro Station","مول دبي","Dubai Mall","","","0","1969.54","4500000.00","2284.80",null,null,"1","1","0"
"2-14-2010-301","14","2","رهون","Mortgages","تعديل رهن","Modify Mortgage","01-07-2010","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","367","السوق الكبير","Al Suq Al Kabeer","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الغبيبة","Al Ghubaiba Metro Station","مول دبي","Dubai Mall","","","0","964.15","42537080.00","44118.74",null,null,"2","1","0"
"3-9-2010-187","9","3","هبات","Gifts","هبه","Grant","29-03-2010","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","267","الرفاعه","Al Raffa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو الغبيبة","Al Ghubaiba Metro Station","مول دبي","Dubai Mall","","","0","393.44","5395711.00","13714.19",null,null,"1","1","0"
"1-11-2002-547","11","1","مبايعات","Sales","بيع","Sell","01-04-2002","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","267","الرفاعه","Al Raffa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو الغبيبة","Al Ghubaiba Metro Station","مول دبي","Dubai Mall","","","0","272.21","1000000.00","3673.63",null,null,"1","2","0"
"1-11-2025-22014","11","1","مبايعات","Sales","بيع","Sell","29-05-2025","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","269","الحمريه","Al Hamriya","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو برجمان","Burjuman Metro Station","مول دبي","Dubai Mall","","","0","5171.22","73500000.00","14213.28",null,null,"1","1","0"
"2-14-2012-811","14","2","رهون","Mortgages","تعديل رهن","Modify Mortgage","26-11-2012","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","269","الحمريه","Al Hamriya","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو برجمان","Burjuman Metro Station","مول دبي","Dubai Mall","","","0","5102.23","46112000.00","9037.62",null,null,"8","1","0"
"1-11-2005-1983","11","1","مبايعات","Sales","بيع","Sell","03-10-2005","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","266","السطوه","Al Satwa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","232.26","1500000.00","6458.28",null,null,"3","1","0"
"2-14-2003-54","14","2","رهون","Mortgages","تعديل رهن","Modify Mortgage","14-04-2003","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","266","السطوه","Al Satwa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","358.05","500000.00","1396.45",null,null,"1","1","0"
"3-9-2025-3468","9","3","هبات","Gifts","هبه","Grant","12-06-2025","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","266","السطوه","Al Satwa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","105.29","2000001.00","18995.17",null,null,"1","2","0"
"1-11-2024-25411","11","1","مبايعات","Sales","بيع","Sell","10-07-2024","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","266","السطوه","Al Satwa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","231.51","7200000.00","31100.17",null,null,"1","2","0"
"1-11-2002-249","11","1","مبايعات","Sales","بيع","Sell","11-02-2002","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","266","السطوه","Al Satwa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","232.26","600000.00","2583.31",null,null,"4","1","0"
"1-11-2023-19347","11","1","مبايعات","Sales","بيع","Sell","22-06-2023","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","266","السطوه","Al Satwa","","",null,"","","","","برج خليفة","Burj Khalifa","محطة مترو المركز التجاري","Trade Centre Metro Station","مول دبي","Dubai Mall","","","0","195.10","4000000.00","20502.31",null,null,"4","3","0"
"1-11-2006-254","11","1","مبايعات","Sales","بيع","Sell","27-02-2006","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","264","ند الحمر","Nad Al Hamar","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","910.45","1519000.00","1668.41",null,null,"1","1","0"
"2-13-2001-616","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","30-07-2001","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","264","ند الحمر","Nad Al Hamar","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1393.55","500000.00","358.80",null,null,"1","1","0"
"1-11-2013-2580","11","1","مبايعات","Sales","بيع","Sell","28-01-2013","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","264","ند الحمر","Nad Al Hamar","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1428.38","2921250.00","2045.15",null,null,"10","2","0"
"1-11-2004-1548","11","1","مبايعات","Sales","بيع","Sell","12-07-2004","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","264","ند الحمر","Nad Al Hamar","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1393.55","800000.00","574.07",null,null,"1","1","0"
"2-13-1999-91","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","08-02-1999","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","264","ند الحمر","Nad Al Hamar","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1393.55","250000.00","179.40",null,null,"1","1","0"
"1-11-2019-9263","11","1","مبايعات","Sales","بيع","Sell","14-10-2019","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","264","ند الحمر","Nad Al Hamar","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1250.01","8300000.00","6639.95",null,null,"1","1","0"
"2-13-1999-174","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","22-02-1999","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","264","ند الحمر","Nad Al Hamar","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1393.55","500000.00","358.80",null,null,"1","1","0"
"3-9-2020-1010","9","3","هبات","Gifts","هبه","Grant","01-06-2020","2","مبنى","Building",null,"","","صناعي / تجاري","Industrial / Commercial","1","العقارات القائمة","Existing Properties","248","ام رمول","Um Ramool","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الامارات","Emirates Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","7432.24","29000000.00","3901.92",null,null,"7","1","0"
"2-13-2017-6703","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","08-08-2017","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","378","القرهود","Al Garhoud","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو مبنى المطار رقم 1","Airport Terminal 1 Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","5537.02","20280000.00","3662.62",null,null,"1","1","0"
"1-11-2000-7","11","1","مبايعات","Sales","بيع","Sell","05-01-2000","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","234","هور العنز شرق","Hor Al Anz East","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو القيادة","Al Qiyadah Metro Station","","","","","0","910.45","800000.00","878.69",null,null,"1","1","0"
"2-13-2025-26356","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","15-09-2025","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","231","الممزر","Al Mamzer","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو القيادة","Al Qiyadah Metro Station","","","","","0","7454.35","15000000.00","2012.25",null,null,"9","1","0"
"1-11-1998-674","11","1","مبايعات","Sales","بيع","Sell","01-07-1998","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","231","الممزر","Al Mamzer","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو القيادة","Al Qiyadah Metro Station","","","","","0","1412.13","1520000.00","1076.39",null,null,"1","1","0"
"1-11-2011-14707","11","1","مبايعات","Sales","بيع","Sell","20-09-2011","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","239","البراحه","Al Baraha","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو صلاح الدين","Salah Al Din Metro Station","مول دبي","Dubai Mall","","","0","152.18","3500000.00","22999.08",null,null,"1","1","0"
"2-13-2009-942","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","04-06-2009","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","696.77","2000000.00","2870.39",null,null,"1","1","0"
"1-11-2007-1000","11","1","مبايعات","Sales","بيع","Sell","11-04-2007","2","مبنى","Building",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","242","الراس","Al Ras","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراس","Al Ras Metro Station","مول دبي","Dubai Mall","","","0","241.08","3500000.00","14518.00",null,null,"1","1","0"
"2-14-2005-168","14","2","رهون","Mortgages","تعديل رهن","Modify Mortgage","18-07-2005","2","مبنى","Building",null,"","","سكني / تجاري","Residential / Commercial","1","العقارات القائمة","Existing Properties","242","الراس","Al Ras","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراس","Al Ras Metro Station","مول دبي","Dubai Mall","","","0","274.81","7000000.00","25472.14",null,null,"2","1","0"
"2-13-2016-3140","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","26-04-2016","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","904.60","5930000.00","6555.38",null,null,"1","1","0"
"1-11-2003-242","11","1","مبايعات","Sales","بيع","Sell","25-02-2003","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","672.34","521064.00","775.00",null,null,"1","1","0"
"1-11-2025-21741","11","1","مبايعات","Sales","بيع","Sell","27-05-2025","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو اتصالات","Etisalat Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1520.45","5500000.00","3617.35",null,null,"1","1","0"
"1-11-2006-1520","11","1","مبايعات","Sales","بيع","Sell","19-09-2006","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","940.64","2632500.00","2798.63",null,null,"1","1","0"
"1-11-1998-1076","11","1","مبايعات","Sales","بيع","Sell","20-10-1998","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو اتصالات","Etisalat Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","672.34","920000.00","1368.36",null,null,"1","1","0"
"1-11-1999-397","11","1","مبايعات","Sales","بيع","Sell","21-06-1999","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1858.06","3550000.00","1910.59",null,null,"1","1","0"
"2-32-2017-29","32","2","رهون","Mortgages","تعديل إيجارة تنتهى بالتملك","Lease to Own Modify","10-10-2017","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","924.57","3700000.00","4001.86","3700000.00","4001.86","1","1","0"
"1-11-1998-210","11","1","مبايعات","Sales","بيع","Sell","27-04-1998","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","905.80","355875.00","392.88",null,null,"1","1","0"
"2-13-2017-10503","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","14-12-2017","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","924.57","533000.00","576.48",null,null,"1","1","0"
"2-810-2017-345","810","2","رهون","Mortgages","تسجيل اجارة تمويلية","Lease Finance Registration","11-05-2017","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1839.48","5000000.00","2718.16",null,null,"1","1","0"
"1-11-2017-6777","11","1","مبايعات","Sales","بيع","Sell","15-05-2017","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","929.03","4500000.00","4843.76",null,null,"1","2","0"
"1-11-2003-1414","11","1","مبايعات","Sales","بيع","Sell","29-09-2003","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1393.55","1500000.00","1076.39",null,null,"1","1","0"
"1-11-2009-300051","11","1","مبايعات","Sales","بيع","Sell","24-12-2009","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو اتصالات","Etisalat Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","181.73","1000000.00","5502.67",null,null,"2","1","0"
"1-11-2022-18164","11","1","مبايعات","Sales","بيع","Sell","01-08-2022","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","929.03","6000000.00","6458.35",null,null,"2","5","0"
"1-11-2018-9876","11","1","مبايعات","Sales","بيع","Sell","15-10-2018","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو اتصالات","Etisalat Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","696.77","2099989.00","3013.89",null,null,"1","1","0"
"1-11-2013-7709","11","1","مبايعات","Sales","بيع","Sell","11-03-2013","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1393.55","6000000.00","4305.55",null,null,"1","1","0"
"2-13-2013-1312","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","07-03-2013","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1389.09","4500000.00","3239.53",null,null,"2","1","0"
"1-11-2009-1352","11","1","مبايعات","Sales","بيع","Sell","09-07-2009","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","929.03","4500000.00","4843.76",null,null,"1","2","0"
"2-13-2008-667","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","17-04-2008","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","743.22","3500000.00","4709.24",null,null,"1","1","0"
"1-11-2002-371","11","1","مبايعات","Sales","بيع","Sell","04-03-2002","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","904.60","632905.00","699.65",null,null,"1","1","0"
"1-11-2002-959","11","1","مبايعات","Sales","بيع","Sell","04-06-2002","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","696.77","565000.00","810.88",null,null,"1","1","0"
"1-11-2002-319","11","1","مبايعات","Sales","بيع","Sell","18-02-2002","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","929.03","650000.00","699.65",null,null,"1","1","0"
"1-11-2003-1731","11","1","مبايعات","Sales","بيع","Sell","17-11-2003","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","940.64","900000.00","956.80",null,null,"1","5","0"
"1-11-1998-603","11","1","مبايعات","Sales","بيع","Sell","22-06-1998","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","929.03","370000.00","398.26",null,null,"1","1","0"
"1-11-2002-883","11","1","مبايعات","Sales","بيع","Sell","22-05-2002","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","940.64","658125.00","699.66",null,null,"1","1","0"
"2-13-2025-29978","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","16-10-2025","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","696.77","2750000.00","3946.78",null,null,"1","1","0"
"1-11-2002-1655","11","1","مبايعات","Sales","بيع","Sell","02-12-2002","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1331.02","1002890.00","753.47",null,null,"1","1","0"
"1-11-2006-1146","11","1","مبايعات","Sales","بيع","Sell","05-07-2006","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","696.77","3300000.00","4736.14",null,null,"1","1","0"
"2-13-2007-102","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","25-01-2007","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","929.03","2700000.00","2906.26",null,null,"1","1","0"
